Strategy,Seed,Avg_KL_Divergence,Avg_TVD,Avg_MAE,Avg_Hellinger,Avg_RMSE,Avg_Weighted_KL,Avg_Weighted_Hellinger,Avg_Weighted_TVD,Inf_LogLoss,Inf_Hellinger,Inf_KL,Inf_Accuracy,Dec_Regret,Dec_Acc,JSON_AvgAbsDiff,JSON_AvgTVD,Avg_Time_Sec
Baseline MLE,0,0.00010023409560807699,0.004108925839052859,0.004108925839052859,0.004700957180943482,0.004108925839052859,0.0001586804109130884,0.005831844090721642,0.006324060970932362,0.47095651705375546,0.004601338317256274,0.0001231678329762013,0.78,0.0007155487177579003,0.994,0.005849999999999987,0.005849999999999987,0.005728960037231445
Random Guess,0,0.27478398522479847,0.2890923550168522,0.2890923550168522,0.25068508546980167,0.2890923550168522,0.03885584844474506,0.0812045105527784,0.09733803462648365,0.6439140249694669,0.1166602562784197,0.15100870937476082,0.624,2.2316143218212208,0.786,0.21471666666666667,0.21471666666666667,0.0003688335418701172
Synthetic EM,0,0.04711995287803015,0.08599409479326463,0.08599409479326463,0.06969502600306754,0.08599409479326463,0.003915619389727061,0.014273923008290734,0.015740535373247475,0.5365230348440104,0.06552349991172443,0.054852864673931225,0.61,0.022720831474504835,0.992,0.05216666666666666,0.05216666666666666,0.09868288040161133
Constraint Optimization,0,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.24709757231916568,0.2583417541129442,0.3342740609709324,0.6931471805599454,0.2000981341253605,0.20140694055104433,0.238,0.19524953018873997,0.972,0.28426666666666667,0.2842666666666667,0.0022950172424316406
Iterative Proportional Fitting,0,0.5191112104872437,0.3797147327775627,0.3797147327775627,0.3146329288114718,0.3797147327775627,0.02520497145626434,0.03185403295287817,0.037199410970932344,0.5295770996107394,0.08030822958045768,0.054368264276184824,0.762,0.19524953018873997,0.972,0.16451666666666667,0.16451666666666667,0.0005137920379638672
MCMC Optimization,0,0.5847620551427613,0.42932621096495316,0.42932621096495316,0.35143152674685796,0.4293262109649532,0.048524426519678435,0.09684297506609818,0.11282556502568322,0.6806529844527781,0.1565978944435634,0.18056278920432967,0.624,2.2316143218212208,0.786,0.2635,0.2635,3.6549932956695557
Copula Optimization,0,0.0767896040995592,0.10161108236455972,0.10161108236455972,0.08178973711350715,0.10161108236455972,0.008344724628463503,0.03123668880088571,0.03459852140258704,0.4872391914134668,0.031131744475447816,0.011335445444261393,0.732,0.36682042938352705,0.69,0.01873333333333335,0.01873333333333335,11.700024843215942
Baseline MLE,1,0.00043880623491309584,0.006421767063313461,0.006421767063313461,0.0062787323624843155,0.006421767063313461,3.799193092655719e-05,0.0018465027895387838,0.0019158639087303135,0.484540145705809,0.0024725797213926487,3.538769551929211e-05,0.774,0.0,1.0,0.002400000000000006,0.002400000000000006,0.005963802337646484
Random Guess,1,1.3632489143693567,0.4556179858995151,0.4556179858995151,0.3962968134727978,0.4556179858995151,0.39536456969875144,0.3011970128515997,0.39285251212887706,0.6537765942394883,0.18704666025780678,0.16977336451889494,0.768,0.11326056123844055,0.986,0.23726666666666665,0.23726666666666665,0.00039315223693847656
Synthetic EM,1,0.05886333270756433,0.08389476040574206,0.08389476040574206,0.06887342478516388,0.08389476040574206,0.005815938356141571,0.0223882159510893,0.02400980795022908,0.5480249642751749,0.07210390936612836,0.05598206161193626,0.592,0.11326056123844055,0.986,0.05154999999999999,0.05154999999999999,0.12924504280090332
Constraint Optimization,1,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.24712838192656675,0.25835794742373297,0.334289510129901,0.6931471805599454,0.19891529657095774,0.20051925572122833,0.232,0.11326056123844055,0.986,0.2856666666666667,0.2856666666666667,0.0024361610412597656
Iterative Proportional Fitting,1,0.5281543843327786,0.3797147327775627,0.3797147327775627,0.3145130101557893,0.3797147327775627,0.022979456649233516,0.02491233277705732,0.029166430129900986,0.5213181038190078,0.0745512730815958,0.042567227766748726,0.768,0.11326056123844055,0.986,0.1625,0.1625,0.0005459785461425781
