,Avg_KL_Divergence,Avg_KL_Divergence,Avg_TVD,Avg_TVD,Avg_MAE,Avg_MAE,Avg_Hellinger,Avg_Hellinger,Avg_RMSE,Avg_RMSE,Avg_Weighted_KL,Avg_Weighted_KL,Avg_Weighted_Hellinger,Avg_Weighted_Hellinger,Avg_Weighted_TVD,Avg_Weighted_TVD,Inf_LogLoss,Inf_LogLoss,Inf_Hellinger,Inf_Hellinger,Inf_KL,Inf_KL,Inf_Accuracy,Inf_Accuracy,Dec_Regret,Dec_Regret,Dec_Acc,Dec_Acc,Faithfulness_TVD,Faithfulness_TVD,Avg_Time_Sec,Avg_Time_Sec
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseline MLE,0.0008171394966291214,0.0011859978046231173,0.005549588312903832,0.0009258713920854983,0.004239447856143616,0.0008157690658869675,0.006372952828587203,0.0015913876686075542,0.004531645800910312,0.0007838679303033109,0.0005033253182613673,0.0006907806558366496,0.00523829108661909,0.0018090380015888738,0.00433602940518279,0.0010422143503474115,0.7813024469426272,0.021819352776666474,0.014717657205894954,0.0010588847177263765,0.0037369053766688836,0.0014507648440941485,0.6068,0.02368966019173768,0.0012505142246659758,0.0027962348131835664,0.9996,0.000894427190999929,0.03811174618335787,0.004670989270651531,0.006870651245117187,0.0011038519725445047
Constraint Optimization,1.1449669396163733,0.31995707723313044,0.47281060303875544,0.03197548848013015,0.3745895562200716,0.021316992320086766,0.39829656410476455,0.025353698052309723,0.40036986866368585,0.02245957834490065,1.7539448154630548,0.6916371199866667,0.46283432272340364,0.03734477338231171,0.5346623820898299,0.05107686569242708,1.0986122886681096,0.0,0.3311567869098929,0.003066209312988329,0.3380844027747801,0.0044356636778296234,0.1356,0.00993981891183134,6.648194652940056,0.19973635976411636,0.1308,0.027408028021001438,0.27243950386899024,0.05219408049359407,0.02063889503479004,0.012708690070996793
Copula Optimization,0.16763507351038612,0.05309487421636185,0.18368870071820456,0.023962045596029952,0.13840740405942148,0.01712813691308179,0.16575894977472766,0.021204729514293266,0.1471606474568498,0.017857640475185795,0.11199542535952434,0.033942224206273616,0.1392238637643881,0.020573526478723406,0.12668855097301282,0.01829566747102566,1.1489422064713453,0.1485184803207706,0.23948237870003655,0.022419369469628837,0.41487670378578995,0.15223994919087347,0.5072,0.031196153609058933,1.6122682213747623,0.21309273194323294,0.7343999999999999,0.023933240482642573,0.029836203912158642,0.0052973292940611885,30.424019861221314,0.9878491362166779
Iterative Proportional Fitting,0.5792227018225841,0.033326802318080995,0.3584124345930695,0.001394613639953911,0.2983241105896144,0.0009297424266359076,0.30729598667306546,0.002634963639933083,0.3149361367482381,0.0011189315993832257,0.29349005039209963,0.013956341627999816,0.20449052852262026,0.010117517006182795,0.19891995438490745,0.008905770266755604,1.0986122886681096,0.0,0.3311567869098929,0.003066209312988329,0.3380844027747801,0.0044356636778296234,0.1356,0.00993981891183134,6.648194652940056,0.19973635976411636,0.1308,0.027408028021001438,0.09916719272617298,0.005177870242344604,0.0009456634521484375,6.074356109662626e-05
MCMC Optimization,0.5440655935242347,0.3033878461552283,0.3734139560027514,0.12310410269423791,0.29654616600966416,0.11701439532397409,0.31817079013043986,0.1012396099515092,0.31540832936741586,0.12140719787001177,0.45195707898631543,0.1562328625271541,0.32681556515669163,0.0668801815155002,0.3602331582359769,0.0798169948959946,1.5275210689214542,0.48277340662944174,0.3973283374804254,0.0641081549140528,0.7580999693355249,0.38820369860827386,0.36,0.17298554852934966,3.291539697810819,2.352711122742897,0.3632,0.2767836700385338,0.23530312999784542,0.060348924888223944,12.611974382400513,0.41604698671234486
Random Guess,0.712242147398243,0.24283961488932676,0.4372150810644452,0.0874090010066569,0.3531078593259317,0.08652114155374996,0.3717431522775886,0.05825105732087983,0.37378851921504364,0.08387477649622428,0.6654024695844047,0.2631947271234946,0.3771919042146347,0.05578872636181198,0.4395796635402368,0.06918026542489636,1.5275210689214542,0.48277340662944174,0.3973283374804254,0.06410815491405278,0.7580999693355246,0.388203698608274,0.36,0.17298554852934966,3.291539697810819,2.352711122742897,0.3632,0.2767836700385338,0.30665592278243825,0.08918128278130905,0.00040001869201660155,1.4840862342194704e-05
Synthetic EM,0.38649241225444936,0.26350882067559006,0.11171461299177506,0.0527383457722811,0.08029640268174693,0.034959715979095425,0.1216716013495942,0.04622942931892902,0.08955719059706271,0.03965959337587694,0.3981206982849817,0.4656343733882956,0.11224251803246595,0.05742799466053502,0.08534810763531336,0.03865590911135619,1.0986122886681096,0.0,0.3311567869098929,0.003066209312988329,0.3380844027747801,0.0044356636778296234,0.1356,0.00993981891183134,6.648194652940056,0.19973635976411636,0.1308,0.027408028021001438,0.02776886418681814,0.012331361969682356,1.393540096282959,0.9913103421610167
