Strategy,Seed,Avg_KL_Divergence,Avg_TVD,Avg_MAE,Avg_Hellinger,Avg_RMSE,Avg_Weighted_KL,Avg_Weighted_Hellinger,Avg_Weighted_TVD,Inf_LogLoss,Inf_Hellinger,Inf_KL,Inf_Accuracy,Dec_Regret,Dec_Acc,JSON_AvgAbsDiff,JSON_AvgTVD,Avg_Time_Sec
Baseline MLE,0,4.9824405899239264e-05,0.0035374914001713737,0.002852927549448481,0.003021395377096349,0.003080075532691939,1.7479493402247465e-05,0.001915646586592869,0.00203419590508985,0.5934206273533547,0.005803931441604284,0.00028469689481676086,0.756,0.0,1.0,0.004006666666666664,0.00500833333333333,0.005753040313720703
Random Guess,0,0.234332733245489,0.29176896653201334,0.24942041864183814,0.22909727436080432,0.25906311468677473,0.2222716952091957,0.22132567004571044,0.27654599362388266,0.9966270410147108,0.2856074222525211,0.38897125219839096,0.438,3.9224293315458962,0.506,0.17832666666666666,0.22290833333333335,0.0003609657287597656
Synthetic EM,0,0.11356957445503231,0.14995969215895807,0.1485664782319032,0.12009941019422798,0.14909479387523897,0.19816878565249682,0.2153754234619543,0.265835461684247,0.8227629478636065,0.18937787047906818,0.19579174583000872,0.56,2.183101659409178,0.514,0.04633999999999998,0.057925,0.9507410526275635
Constraint Optimization,0,0.281887050452434,0.32085432658854507,0.2810623553304148,0.24413238288882208,0.286245939586226,0.23506589798261238,0.2262482077121024,0.28208565496498744,1.0515754052315234,0.31198536468138816,0.3991552723960873,0.336,5.428325090343765,0.238,0.16582,0.20727500000000001,0.021937847137451172
Iterative Proportional Fitting,0,0.24116930263088343,0.3010266419121161,0.26123467065398576,0.22607062926169763,0.266418254909797,0.4070008350863508,0.30542588757438266,0.3989297819760993,0.8843258980921412,0.21375284719668203,0.23927099662103407,0.552,2.1226162442507674,0.636,0.10684666666666667,0.1335583333333333,0.0008540153503417969
MCMC Optimization,0,0.5844170165899886,0.3748423296138552,0.3077802584737423,0.2991315259007417,0.3179192588292981,0.31639333180519436,0.21452993531368403,0.2694789550050301,1.012842581533664,0.288571871405162,0.4206295172786564,0.448,3.932628311158028,0.448,0.21684666666666666,0.27105833333333335,3.7062458992004395
Copula Optimization,0,0.12767919485276646,0.14794508918634633,0.14644076414818033,0.12097418151192607,0.14701866069207967,0.2066079873536769,0.2106414512773973,0.25726850591546235,0.8534513572440449,0.1903388920501062,0.3098292974380418,0.67,1.0838383207113484,0.782,0.011353333333333314,0.014191666666666642,12.032610177993774
Baseline MLE,1,0.00021234544493142706,0.006764273545981221,0.005892568647793678,0.00592805963295152,0.00608775004638058,0.00013049968490658857,0.0039864246269962775,0.004713509156480451,0.6510241920636802,0.0069039310659981,0.0003546896728265866,0.704,0.014419247037841889,0.918,0.004466666666666665,0.005583333333333332,0.005811929702758789
Random Guess,1,2.4763788512028295,0.5408808614446287,0.4640588598322511,0.4644518869008336,0.4850849253829937,0.7184595115403527,0.40583261077501054,0.5320488865874347,1.6098984613851326,0.4103440305489869,0.9831557795095393,0.3,6.4642216746671295,0.236,0.365,0.45625,0.0003559589385986328
Synthetic EM,1,0.11755770365630043,0.14115164254132914,0.14023878358879374,0.11490299054683854,0.14047917980828953,0.17705148400913787,0.1976893250416393,0.24009443829042149,0.8450910508486125,0.19337808299437304,0.20645688543070456,0.57,2.0561243006457577,0.522,0.0478,0.05975,0.3019528388977051
Constraint Optimization,1,0.26602742663212475,0.3150032071997209,0.27521123594159064,0.23875335490715122,0.28039482019740186,0.21825155213123676,0.21719857621340194,0.27110756138549996,1.0258685293094691,0.3123783544259426,0.4003599385901615,0.386,5.063204895732117,0.294,0.16706666666666667,0.20883333333333332,0.01987600326538086
Iterative Proportional Fitting,1,0.2420657111103657,0.3014599752454494,0.2616680039873191,0.2263783156548296,0.2668515882431303,0.4102598083875609,0.3067359886691521,0.4006308652367315,0.9120464328813662,0.21941898080043498,0.2558600543508086,0.532,2.255734786568177,0.628,0.10892000000000003,0.13615,0.0008740425109863281
MCMC Optimization,1,0.28553667040537517,0.2757640798360591,0.23671331880322335,0.22384145605763087,0.24217672471075843,0.18565669630369788,0.18347386726073722,0.22505275224691523,1.327908261619864,0.3450529323534079,0.7140292551191267,0.384,5.4189290372578744,0.416,0.22290666666666667,0.27863333333333334,3.5251529216766357
Copula Optimization,1,0.10663329965126477,0.14396815905877994,0.14365879578909307,0.11360159296186835,0.14373620053850608,0.22454126707317956,0.22771804719992933,0.2858904458910121,0.7885633827783618,0.14586597111968536,0.14062720259672803,0.574,1.8251476650876013,0.724,0.010053333333333329,0.012566666666666662,12.050682783126831
Baseline MLE,2,0.00016495355310992558,0.006935810851327312,0.005773469222826645,0.005831832304288601,0.005947398339248937,0.00017068663120466685,0.00600697057174801,0.0059810292417611655,0.5914442087882228,0.006060223658737471,0.00022948443632441333,0.754,0.0,1.0,0.003253333333333358,0.004066666666666698,0.00577998161315918
Random Guess,2,0.23401488908156667,0.25399905437048037,0.22874987539636824,0.21100710424497585,0.23184390376544828,0.4205063768159064,0.301025418109588,0.3907196917254871,0.8854258170040737,0.22416878309015237,0.25412737435263544,0.472,3.4930510822963288,0.496,0.08039999999999999,0.10049999999999999,0.00035691261291503906
Synthetic EM,2,0.12846805788860596,0.13486449471383619,0.13361068699970488,0.11172212810920762,0.13377397495326318,0.16182047816870138,0.17543841234135488,0.20806050009281665,0.8194579262617224,0.17605801253115766,0.18761392572577132,0.582,1.8374061623213438,0.554,0.04395999999999997,0.05494999999999998,0.2844841480255127
Constraint Optimization,2,0.3450426829030744,0.3547011017605213,0.314909130502391,0.26919317846305263,0.32009271475820217,0.40883366284012235,0.2861921720077643,0.3658201586494428,1.0408447677021522,0.3191762160219387,0.4185961161176735,0.356,5.333935575334139,0.264,0.15613333333333335,0.1951666666666667,0.02909708023071289
Iterative Proportional Fitting,2,0.24158622226058257,0.3012044196898938,0.26141244843176353,0.22619530679794572,0.2665960326875747,0.40607040647865356,0.30467863890322816,0.3979962974918829,0.8171106144806384,0.20411057772294852,0.20920247069200706,0.596,1.8013633968708536,0.682,0.10455999999999999,0.1307,0.0009121894836425781
MCMC Optimization,2,0.43064953245792886,0.3944777380757458,0.3344980733324194,0.30200703572851534,0.3527999576238914,0.4314151302513201,0.3142778898202032,0.41141855259516696,1.1098023766009157,0.3157971919197542,0.44484883745763765,0.224,7.0018896086341105,0.136,0.2086666666666667,0.2608333333333333,3.668064832687378
Copula Optimization,2,0.11801981875297403,0.15541254976471294,0.15227417819985875,0.12619660270962532,0.1535803719638917,0.20413436692800585,0.2161813048309456,0.267223883106692,0.7996874967217452,0.17420115145533346,0.19644818696920852,0.674,1.0166819129130051,0.776,0.016280000000000003,0.020349999999999997,12.047247886657715
Baseline MLE,3,0.00020266338396747604,0.005799688129716921,0.004781790945660695,0.005831830795789884,0.005223726512461555,0.000206876490172544,0.005395641430406485,0.005359536038727479,0.6304656444395654,0.005402541612105843,0.0002961023421943325,0.73,0.0,1.0,0.004246666666666673,0.005308333333333341,0.0057528018951416016
Random Guess,3,0.4331851816949143,0.3383180732159276,0.277567895142902,0.2677441403829183,0.288964101083153,0.31333167174585363,0.2322401249388368,0.290515499154224,0.888110678831497,0.22190517733521006,0.26392794990856727,0.502,3.0788937385279285,0.442,0.1882066666666667,0.23525833333333335,0.00034499168395996094
Synthetic EM,3,0.006890425686579534,0.03640292427196345,0.03432010826266479,0.03001451808252746,0.034574216105856787,0.00536695380943955,0.021968028160069434,0.027224715189005877,0.8031691494967752,0.15637730073531525,0.16018266231040434,0.578,2.013502982229398,0.536,0.048139999999999995,0.06017500000000001,1.1049699783325195
Constraint Optimization,3,0.20634333644000835,0.2758367898094935,0.23604481855136325,0.20847575403174745,0.24122840280717442,0.2441705168849967,0.2376889924341088,0.3016435035210512,0.8926360137491622,0.2546848287114307,0.25880301883557233,0.37,2.99069417226699,0.508,0.16627333333333338,0.20784166666666667,0.0030689239501953125
Iterative Proportional Fitting,3,0.24428150742243884,0.3024933085787827,0.26270133732065243,0.22711195503943626,0.26788492157646365,0.4158641019754913,0.3082690749748602,0.40288852629411465,0.8440585472948126,0.2126881118960663,0.23740210256228655,0.576,2.191419874868631,0.628,0.10351333333333335,0.12939166666666665,0.0008759498596191406
MCMC Optimization,3,0.7372389896915097,0.4250246343642938,0.3819176910039858,0.33996782413715004,0.40046533641839427,1.1878315419362295,0.42249562835243015,0.5194188782631595,1.791189715339095,0.4309240533907778,1.1780547674845798,0.294,6.47077098065445,0.094,0.19227333333333332,0.24034166666666668,3.639620780944824
Copula Optimization,3,0.010972491541473284,0.04667954649821399,0.042874508266693125,0.04273141746372444,0.04334879530927177,0.026215324738683196,0.07284126298617713,0.08043772788247155,0.7520667922492328,0.1214941772266332,0.1263450290361388,0.586,1.9566840340856897,0.714,0.014620000000000005,0.018275,12.05494499206543
