Strategy,Seed,Avg_KL_Divergence,Avg_TVD,Avg_MAE,Avg_Hellinger,Avg_RMSE,Avg_Weighted_KL,Avg_Weighted_Hellinger,Avg_Weighted_TVD,Inf_LogLoss,Inf_Hellinger,Inf_KL,Inf_Accuracy,Dec_Regret,Dec_Acc,JSON_AvgAbsDiff,JSON_AvgTVD,Avg_Time_Sec
Baseline MLE,0,0.00010023409560807699,0.004108925839052859,0.004108925839052859,0.004700957180943482,0.004108925839052859,0.0001586804109130884,0.005831844090721642,0.006324060970932362,0.44924282805524735,0.004799658771627529,0.0001477675803049815,0.78,0.0007155487177579003,0.994,0.005849999999999987,0.005849999999999987,0.005999088287353516
Random Guess,0,0.27478398522479847,0.2890923550168522,0.2890923550168522,0.25068508546980167,0.2890923550168522,0.03885584844474506,0.0812045105527784,0.09733803462648365,0.6475902898317945,0.12325077870951531,0.1624555877759682,0.602,2.4334342951871073,0.768,0.21471666666666667,0.21471666666666667,0.00037288665771484375
Synthetic EM,0,0.04711995287803015,0.08599409479326463,0.08599409479326463,0.06969502600306754,0.08599409479326463,0.003915619389727061,0.014273923008290734,0.015740535373247475,0.5274116170906534,0.0704193187820569,0.059970561407016745,0.62,0.04472611423125177,0.99,0.05216666666666666,0.05216666666666666,0.10053086280822754
Constraint Optimization,0,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.24709757231916568,0.2583417541129442,0.3342740609709324,0.6931471805599454,0.20439977431324935,0.2058441664813569,0.238,0.20000194307406338,0.972,0.28426666666666667,0.2842666666666667,0.002379894256591797
Iterative Proportional Fitting,0,0.5191112104872437,0.3797147327775627,0.3797147327775627,0.3146329288114718,0.3797147327775627,0.02520497145626434,0.03185403295287817,0.037199410970932344,0.5217686315342314,0.08170498096467764,0.05476615365786057,0.762,0.20000194307406338,0.972,0.16451666666666667,0.16451666666666667,0.0005550384521484375
MCMC Optimization,0,0.7117823351849236,0.42949265636679707,0.42949265636679707,0.35035324316455263,0.42949265636679707,0.13479353092313703,0.18326426920988867,0.23018225484272312,0.6804995573657118,0.17038002065504151,0.18438322915471086,0.616,2.2781584663442955,0.786,0.3703,0.3703,18.00993299484253
Copula Optimization,0,0.04712886715410264,0.08463785215862595,0.08463785215862595,0.07343087636887742,0.08463785215862595,0.005282785208708951,0.021600796160031552,0.025157677765296812,0.45600524521544733,0.016404386464325762,0.0058285828798962346,0.772,0.15527582884281163,0.982,0.01300000000000001,0.01300000000000001,59.35383582115173
Baseline MLE,1,0.00043880623491309584,0.006421767063313461,0.006421767063313461,0.0062787323624843155,0.006421767063313461,3.799193092655719e-05,0.0018465027895387838,0.0019158639087303135,0.4999484893270785,0.002451914172553203,2.8666207883446934e-05,0.778,0.0,1.0,0.002400000000000006,0.002400000000000006,0.005946159362792969
Random Guess,1,1.3632489143693567,0.4556179858995151,0.4556179858995151,0.3962968134727978,0.4556179858995151,0.39536456969875144,0.3011970128515997,0.39285251212887706,0.6522312683037462,0.18733832934373484,0.16972873557081508,0.768,0.13027491487061144,0.986,0.23726666666666665,0.23726666666666665,0.00037026405334472656
Synthetic EM,1,0.05886333270756433,0.08389476040574206,0.08389476040574206,0.06887342478516388,0.08389476040574206,0.005815938356141571,0.0223882159510893,0.02400980795022908,0.5608280738370237,0.0792603900613878,0.0635936487315327,0.57,0.13027491487061144,0.986,0.05154999999999999,0.05154999999999999,0.13180088996887207
Constraint Optimization,1,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.24712838192656675,0.25835794742373297,0.334289510129901,0.6931471805599454,0.2029192741519181,0.20443640022415072,0.232,0.13027491487061144,0.986,0.2856666666666667,0.2856666666666667,0.002373933792114258
Iterative Proportional Fitting,1,0.5281543843327786,0.3797147327775627,0.3797147327775627,0.3145130101557893,0.3797147327775627,0.022979456649233516,0.02491233277705732,0.029166430129900986,0.5308134827022227,0.07826802752435742,0.04693825211577554,0.768,0.13027491487061144,0.986,0.1625,0.1625,0.0005571842193603516
MCMC Optimization,1,1.2016174970516869,0.5474233356496206,0.5474233356496206,0.44807536408955606,0.5474233356496206,0.2074750068343007,0.21272458707045738,0.2738750175771464,0.5455644691134535,0.1080869724411411,0.05774608221268299,0.768,0.13027491487061144,0.986,0.43578333333333336,0.43578333333333336,18.17574191093445
Copula Optimization,1,0.0019676880118533646,0.014050594600408915,0.014050594600408915,0.013012081810557624,0.014050594600408915,0.0005597229765199246,0.010250098721887566,0.01058362251325491,0.5007105136076672,0.013328681359763577,0.00161779311061937,0.778,0.0,1.0,0.009333333333333334,0.009333333333333334,59.46496510505676
Baseline MLE,2,0.001056634175420087,0.010136257418771217,0.010136257418771217,0.010197502079063803,0.010136257418771217,0.00011465671199526466,0.003331976937434798,0.003346388389954513,0.48730189080788283,0.004022741394283932,0.0001223666756011317,0.75,0.00023851623925263344,0.998,0.003099999999999997,0.003099999999999997,0.005942106246948242
Random Guess,2,1.0589179231724344,0.421606450946376,0.421606450946376,0.35337101086154105,0.421606450946376,0.1512516967183614,0.14471197282453854,0.19266564910978132,1.0342092409920993,0.23387389935533578,0.5829655812353018,0.634,2.270538371757072,0.526,0.5283333333333333,0.5283333333333334,0.0003757476806640625
Synthetic EM,2,0.043799293792598344,0.07156668280774947,0.07156668280774947,0.058800244646236476,0.07156668280774947,0.00408408754553182,0.017893922128704977,0.019227265617659955,0.5384690589464992,0.06592768313346946,0.052519020524866684,0.636,0.02224379899599957,0.996,0.05046666666666666,0.05046666666666667,0.2743401527404785
Constraint Optimization,2,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.24711077643662327,0.25834869410328226,0.3342806820390618,0.6931471805599454,0.2033166643686227,0.20513885721052497,0.252,0.09125527848169362,0.988,0.2816166666666667,0.2816166666666666,0.002446889877319336
Iterative Proportional Fitting,2,0.5318346996491609,0.3797147327775627,0.3797147327775627,0.31446551945745876,0.3797147327775627,0.024195252224085133,0.023449865112234243,0.02787454203906177,0.5236968094854483,0.0705375660235977,0.041000584145512636,0.748,0.09125527848169362,0.988,0.15751666666666667,0.15751666666666667,0.0005640983581542969
MCMC Optimization,2,0.3511156901005334,0.2980203444077499,0.2980203444077499,0.26345568746305764,0.2980203444077499,0.30696348940209695,0.2857226950991886,0.37226917240242197,1.2015243426007816,0.38497690291189063,0.7508377680947441,0.25,2.339549851242767,0.518,0.27885,0.27885,17.73262619972229
Copula Optimization,2,0.006009112853920845,0.03033148416783626,0.03033148416783626,0.027744053494757216,0.03033148416783626,0.001003009504317111,0.011646751574565399,0.013028743263551579,0.48566246364872884,0.009043687379770486,0.0007909252172939148,0.752,0.00023851623925263344,0.998,0.007816666666666673,0.007816666666666673,59.21515607833862
Baseline MLE,3,0.00018379139420639473,0.0051550079538323695,0.0051550079538323695,0.006135972905069237,0.0051550079538323695,4.765271960356961e-05,0.00332440772971162,0.00349664094975077,0.47901208061608225,0.004645511263704737,0.00013131969495457183,0.768,0.0009540649570105338,0.992,0.0017749999999999867,0.0017749999999999867,0.0058917999267578125
Random Guess,3,0.27808358682359485,0.30111323155942515,0.30111323155942515,0.26046424551403363,0.30111323155942515,0.1550575549284806,0.20132269920930002,0.2540340345143983,0.5538318794383267,0.1290583013133575,0.0766935547903517,0.768,0.0009540649570105338,0.992,0.2878083333333333,0.28780833333333333,0.00037932395935058594
Synthetic EM,3,0.05368557987691109,0.09157042405693339,0.09157042405693339,0.07487403017477655,0.09157042405693339,0.004327470479046885,0.018446940367289118,0.019925553960602072,0.5546118662570835,0.0766188663473989,0.062415816066280085,0.594,0.044964630470504405,0.988,0.04890833333333333,0.04890833333333333,0.07833385467529297
Constraint Optimization,3,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.2471621257822917,0.2583756829545969,0.33430643063734283,0.6931471805599454,0.20762932307508508,0.20916558525749554,0.244,0.1829875894418925,0.972,0.2856416666666667,0.2856416666666667,0.002401113510131836
Iterative Proportional Fitting,3,0.5312123552010362,0.37971473277756257,0.37971473277756257,0.31447441391946335,0.3797147327775627,0.02069973795732028,0.022392451146942667,0.026466310637342855,0.5392925338492578,0.07807479942277494,0.05382341186140575,0.756,0.1829875894418925,0.972,0.16639166666666663,0.1663916666666666,0.0005602836608886719
MCMC Optimization,3,0.6059376505647338,0.39110794035752455,0.39110794035752455,0.3229624507049343,0.39110794035752455,0.11944451402250482,0.161604597979491,0.2037034659718499,0.5161934681343886,0.086555148181122,0.036862531233716495,0.768,0.0009540649570105338,0.992,0.47760833333333325,0.4776083333333332,17.591264009475708
Copula Optimization,3,0.01578345582317438,0.04426282641287493,0.04426282641287493,0.03709068677547076,0.04426282641287491,0.0012993970275555985,0.010943850067877701,0.012076205776608125,0.48150223998094427,0.015685724908211896,0.003109087601447589,0.768,0.0,1.0,0.005308333333333327,0.0053083333333333255,59.4836049079895
Baseline MLE,4,0.000317518781314995,0.0065558214019481855,0.0065558214019481855,0.006696406144555633,0.0065558214019481855,4.904014762327957e-05,0.002710457825820089,0.002933816479656348,0.47726788833707773,0.0028246400329297325,7.1489995959131e-05,0.748,0.0004770324785052669,0.996,0.002508333333333336,0.002508333333333336,0.005926847457885742
Random Guess,4,0.8483635002274504,0.5443366518966849,0.5443366518966849,0.43382790732030685,0.5443366518966849,0.8291324176444808,0.4495292516367909,0.5959738049592691,1.3154785011596157,0.3438187487637962,0.7292977597171333,0.364,5.57955476196989,0.476,0.4790083333333333,0.4790083333333334,0.0003731250762939453
Synthetic EM,4,0.6090491597843389,0.04647675842468684,0.04647675842468684,0.06668449536967681,0.04647675842468684,0.04343917207840562,0.010903430489975583,0.010170750434480392,0.6636748388117122,0.06724546173277966,0.09138077074941402,0.636,0.06649288074874607,0.99,0.04932499999999997,0.04932499999999997,0.10318684577941895
Constraint Optimization,4,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.2471078421882994,0.2583471518832071,0.3342792106905885,0.6931471805599454,0.21121082850844505,0.21314520265335637,0.254,0.13550436023444012,0.982,0.2792083333333333,0.27920833333333334,0.0024261474609375
Iterative Proportional Fitting,4,0.5242901444191023,0.3797147327775627,0.3797147327775627,0.31456421744699065,0.3797147327775627,0.024392592506312587,0.028136008188042093,0.03295621069058855,0.5211857808142139,0.07791610492804033,0.04632446444782356,0.746,0.13550436023444012,0.982,0.16087499999999996,0.160875,0.0005538463592529297
MCMC Optimization,4,0.61273329990811,0.4378998853507734,0.4378998853507734,0.3568661300147102,0.4378998853507734,0.1901819171117962,0.18287307113801055,0.23024955873384853,1.1305023491632769,0.28142576221770293,0.5447606239085052,0.36,5.510543282484195,0.484,0.35855833333333337,0.3585583333333333,17.750699043273926
Copula Optimization,4,0.009073198070325661,0.03131506209089983,0.03131506209089983,0.027015798105822702,0.03131506209089983,0.0007953086148750695,0.006460384333632329,0.00733317357608545,0.47779051660892924,0.008651650800053205,0.002182175332641072,0.788,0.0004770324785052669,0.996,0.005758333333333349,0.005758333333333349,59.419636964797974
