Strategy,Seed,Avg_KL_Divergence,Avg_TVD,Avg_MAE,Avg_Hellinger,Avg_RMSE,Avg_Weighted_KL,Avg_Weighted_Hellinger,Avg_Weighted_TVD,Inf_LogLoss,Inf_Hellinger,Inf_KL,Inf_Accuracy,Dec_Regret,Dec_Acc,JSON_AvgAbsDiff,JSON_AvgTVD,Avg_Time_Sec
Constraint Optimization,1,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.24712838192656675,0.25835794742373297,0.334289510129901,0.6931471805599454,0.20444211967845813,0.20592065772817938,0.25,0.11801297412376398,0.986,0.2856666666666667,0.2856666666666667,0.0022687911987304688
Iterative Proportional Fitting,1,0.5281543843327786,0.3797147327775627,0.3797147327775627,0.3145130101557893,0.3797147327775627,0.022979456649233516,0.02491233277705732,0.029166430129900986,0.5378820722679084,0.0803412442763757,0.046057214027377655,0.75,0.11801297412376398,0.986,0.1625,0.1625,0.0005152225494384766
MCMC Optimization,1,0.1252526876018186,0.17808517253224287,0.17808517253224287,0.16397806073327484,0.17808517253224285,0.0668038821988163,0.11491960153163883,0.13868538362137947,0.5372358430517831,0.07814621486876393,0.04377977523816984,0.756,0.06625436450949344,0.992,0.17846666666666666,0.17846666666666666,1.8628010749816895
Copula Optimization,1,0.02836683411925291,0.05820349424271357,0.05820349424271357,0.04820373296632311,0.05820349424271357,0.001971908796292652,0.007593017774712531,0.008519443011774772,0.5415592342335981,0.029041445874531873,0.02805161576503621,0.762,0.00023851623925263344,0.998,0.005766666666666677,0.005766666666666676,5.78619909286499
Baseline MLE,2,0.001056634175420087,0.010136257418771217,0.010136257418771217,0.010197502079063803,0.010136257418771217,0.00011465671199526466,0.003331976937434798,0.003346388389954513,0.48732992278960396,0.0038851905399789437,0.00010826749267040123,0.748,0.0004770324785052669,0.996,0.003099999999999997,0.003099999999999997,0.005586147308349609
Random Guess,2,1.0589179231724344,0.421606450946376,0.421606450946376,0.35337101086154105,0.421606450946376,0.1512516967183614,0.14471197282453854,0.19266564910978132,1.0609773218647602,0.2457263033448516,0.6116918145912489,0.628,2.3497358754330526,0.5,0.5283333333333333,0.5283333333333334,0.0003571510314941406
Synthetic EM,2,0.043799293792598344,0.07156668280774947,0.07156668280774947,0.058800244646236476,0.07156668280774947,0.00408408754553182,0.017893922128704977,0.019227265617659955,0.5365867433608341,0.06697630645498812,0.05410557689936793,0.632,0.04448759799199914,0.992,0.05046666666666666,0.05046666666666667,0.2696719169616699
Constraint Optimization,2,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.24711077643662327,0.25834869410328226,0.3342806820390618,0.6931471805599454,0.19732866537225538,0.19888350114499004,0.252,0.07899333773484617,0.988,0.2816166666666667,0.2816166666666666,0.002331256866455078
Iterative Proportional Fitting,2,0.5318346996491609,0.3797147327775627,0.3797147327775627,0.31446551945745876,0.3797147327775627,0.024195252224085133,0.023449865112234243,0.02787454203906177,0.5153581223087083,0.07174823976423417,0.038869965357742835,0.748,0.07899333773484617,0.988,0.15751666666666667,0.15751666666666667,0.0005140304565429688
MCMC Optimization,2,0.43220006443803344,0.3486415523049112,0.3486415523049112,0.2923376382902306,0.3486415523049112,0.2715676074119204,0.2187618442652131,0.27746883768520025,1.066383776560639,0.2795983333673735,0.6238971143831615,0.628,2.3497358754330526,0.5,0.4371833333333333,0.4371833333333333,1.650730848312378
Copula Optimization,2,0.015535405232779976,0.04522671195145999,0.04522671195145999,0.03964101569464391,0.04522671195146,0.002683137020394655,0.022159458447101085,0.023303867795173534,0.4909338241113309,0.034500562154021065,0.01629477964269169,0.748,0.0004770324785052669,0.996,0.009750000000000009,0.009750000000000007,5.821927309036255
Baseline MLE,3,0.00018379139420639473,0.0051550079538323695,0.0051550079538323695,0.006135972905069237,0.0051550079538323695,4.765271960356961e-05,0.00332440772971162,0.00349664094975077,0.49958495674284215,0.004924498582234009,0.00014529915123858306,0.744,0.0009540649570105338,0.992,0.0017749999999999867,0.0017749999999999867,0.005714893341064453
Random Guess,3,0.27808358682359485,0.30111323155942515,0.30111323155942515,0.26046424551403363,0.30111323155942515,0.1550575549284806,0.20132269920930002,0.2540340345143983,0.5666701479253832,0.12412338903139337,0.07246736351883815,0.744,0.0009540649570105338,0.992,0.2878083333333333,0.28780833333333333,0.00035190582275390625
Synthetic EM,3,0.05368557987691109,0.09157042405693339,0.09157042405693339,0.07487403017477655,0.09157042405693339,0.004327470479046885,0.018446940367289118,0.019925553960602072,0.5763157865203847,0.08697212737057633,0.07363292434653843,0.568,0.044964630470504405,0.988,0.04890833333333333,0.04890833333333333,0.07535600662231445
Constraint Optimization,3,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.2471621257822917,0.2583756829545969,0.33430643063734283,0.6931471805599454,0.20593436022499145,0.20693614195314466,0.26,0.1829875894418925,0.972,0.2856416666666667,0.2856416666666667,0.002309083938598633
Iterative Proportional Fitting,3,0.5312123552010362,0.37971473277756257,0.37971473277756257,0.31447441391946335,0.3797147327775627,0.02069973795732028,0.022392451146942667,0.026466310637342855,0.5570113138468566,0.08511059027552993,0.05842836896381692,0.74,0.1829875894418925,0.972,0.16639166666666663,0.1663916666666666,0.0005397796630859375
MCMC Optimization,3,0.17279585133909806,0.2140273797573644,0.2140273797573644,0.2015779928761995,0.2140273797573644,0.08897624439858355,0.12112240686369301,0.1473000280508539,0.5975606496072712,0.1453224352595093,0.10121380491702477,0.744,0.0009540649570105338,0.992,0.15935833333333332,0.15935833333333332,1.7294907569885254
Copula Optimization,3,0.030300677130717713,0.05992029146892583,0.05992029146892583,0.04869041526531559,0.05992029146892583,0.0018855608974179924,0.006899260975279662,0.0076399261619058585,0.5001268869285409,0.015819220702942952,0.003951690607233081,0.744,0.0009540649570105338,0.992,0.010908333333333325,0.010908333333333325,5.804693937301636
Baseline MLE,4,0.000317518781314995,0.0065558214019481855,0.0065558214019481855,0.006696406144555633,0.0065558214019481855,4.904014762327957e-05,0.002710457825820089,0.002933816479656348,0.4492426979048077,0.0028941372079561135,8.035572413966314e-05,0.772,0.0007155487177579003,0.994,0.002508333333333336,0.002508333333333336,0.005671024322509766
Random Guess,4,0.8483635002274504,0.5443366518966849,0.5443366518966849,0.43382790732030685,0.5443366518966849,0.8291324176444808,0.4495292516367909,0.5959738049592691,1.2629301366472374,0.3422139523538274,0.7316655306835576,0.388,5.45970289233499,0.486,0.4790083333333333,0.4790083333333334,0.0003590583801269531
Synthetic EM,4,0.6090491597843389,0.04647675842468684,0.04647675842468684,0.06668449536967681,0.04647675842468684,0.04343917207840562,0.010903430489975583,0.010170750434480392,0.6184880695529767,0.06829587370979608,0.0790930009997789,0.612,0.08873667974474564,0.986,0.04932499999999997,0.04932499999999997,0.10045504570007324
Constraint Optimization,4,0.3553761031086524,0.3797147327775627,0.3797147327775627,0.3169852560877753,0.3797147327775627,0.2471078421882994,0.2583471518832071,0.3342792106905885,0.6931471805599454,0.20964547638150588,0.21154869233595194,0.232,0.12324241948759267,0.982,0.2792083333333333,0.27920833333333334,0.0023272037506103516
Iterative Proportional Fitting,4,0.5242901444191023,0.3797147327775627,0.3797147327775627,0.31456421744699065,0.3797147327775627,0.024392592506312587,0.028136008188042093,0.03295621069058855,0.5057471496421876,0.07813079003622393,0.0439564542762202,0.768,0.12324241948759267,0.982,0.16087499999999996,0.160875,0.0005247592926025391
MCMC Optimization,4,1.3165648843459834,0.6395801737901649,0.6395801737901649,0.5186924179489507,0.6395801737901649,1.2258148340924824,0.46820241388685035,0.5851458875657299,1.0819877671045206,0.2860556516123609,0.5627360144766206,0.388,5.45970289233499,0.486,0.439325,0.43932499999999997,1.759829044342041
Copula Optimization,4,0.06824304212875475,0.09905220964494528,0.09905220964494528,0.07738917806019115,0.09905220964494528,0.005693057280257655,0.016322495647284184,0.01933143488704759,0.4637345224161587,0.027449414402787007,0.008388453009573221,0.772,0.0007155487177579003,0.994,0.01032500000000001,0.01032500000000001,5.811639070510864
