Strategy,Seed,Avg_KL_Divergence,Avg_TVD,Avg_MAE,Avg_Hellinger,Avg_RMSE,Avg_Weighted_KL,Avg_Weighted_Hellinger,Avg_Weighted_TVD,Inf_LogLoss,Inf_Hellinger,Inf_KL,Inf_Accuracy,Dec_Regret,Dec_Acc,JSON_AvgAbsDiff,JSON_AvgTVD,Avg_Time_Sec
Baseline MLE,0,4.9824405899239264e-05,0.0035374914001713737,0.002852927549448481,0.003021395377096349,0.003080075532691939,1.7479493402247465e-05,0.001915646586592869,0.00203419590508985,0.6373025716596669,0.005947884414413962,0.00030266471270621605,0.722,0.0,1.0,0.004006666666666664,0.00500833333333333,0.005852937698364258
Random Guess,0,0.234332733245489,0.29176896653201334,0.24942041864183814,0.22909727436080432,0.25906311468677473,0.2222716952091957,0.22132567004571044,0.27654599362388266,1.024272017608419,0.2885554695182692,0.3982125171726013,0.436,4.01746973731891,0.502,0.17832666666666666,0.22290833333333335,0.0003669261932373047
Synthetic EM,0,0.11356957445503231,0.14995969215895807,0.1485664782319032,0.12009941019422798,0.14909479387523897,0.19816878565249682,0.2153754234619543,0.265835461684247,0.8248606488659611,0.1936936190789095,0.20361270445969962,0.586,2.162424018757905,0.52,0.04633999999999998,0.057925,0.9451999664306641
Constraint Optimization,0,0.281887050452434,0.32085432658854507,0.2810623553304148,0.24413238288882208,0.286245939586226,0.23506589798261238,0.2262482077121024,0.28208565496498744,1.0498932260334417,0.3129907662401369,0.4017501117606973,0.368,5.329321571266177,0.254,0.16582,0.20727500000000001,0.02210402488708496
Iterative Proportional Fitting,0,0.24116930263088343,0.3010266419121161,0.26123467065398576,0.22607062926169763,0.266418254909797,0.4070008350863508,0.30542588757438266,0.3989297819760993,0.9125429674292559,0.21827468734019273,0.2540986344738449,0.548,2.235386965527986,0.626,0.10684666666666667,0.1335583333333333,0.0008609294891357422
MCMC Optimization,0,0.5844170165899886,0.3748423296138552,0.3077802584737423,0.2991315259007417,0.3179192588292981,0.31639333180519436,0.21452993531368403,0.2694789550050301,1.0380177835430762,0.2905088505743055,0.42845161213585775,0.452,4.0280204058831846,0.442,0.21684666666666666,0.27105833333333335,3.7237961292266846
Copula Optimization,0,0.12767919485276646,0.14794508918634633,0.14644076414818033,0.12097418151192607,0.14701866069207967,0.2066079873536769,0.2106414512773973,0.25726850591546235,0.8801290124059407,0.18935828517104814,0.29988672765815066,0.64,1.0773712251495857,0.784,0.011353333333333314,0.014191666666666642,12.072772026062012
Baseline MLE,1,0.00021234544493142706,0.006764273545981221,0.005892568647793678,0.00592805963295152,0.00608775004638058,0.00013049968490658857,0.0039864246269962775,0.004713509156480451,0.6731750741506967,0.006831210085085248,0.0003411940450081128,0.704,0.016177691798554314,0.908,0.004466666666666665,0.005583333333333332,0.005683183670043945
Random Guess,1,2.4763788512028295,0.5408808614446287,0.4640588598322511,0.4644518869008336,0.4850849253829937,0.7184595115403527,0.40583261077501054,0.5320488865874347,1.5633647828941493,0.40466543607539046,0.9503667358344097,0.314,6.4020092983798165,0.238,0.365,0.45625,0.0003497600555419922
Synthetic EM,1,0.11755770365630043,0.14115164254132914,0.14023878358879374,0.11490299054683854,0.14047917980828953,0.17705148400913787,0.1976893250416393,0.24009443829042149,0.84773481483052,0.19421597350153372,0.20633695834811597,0.564,1.9228550151266277,0.524,0.0478,0.05975,0.30010008811950684
Constraint Optimization,1,0.26602742663212475,0.3150032071997209,0.27521123594159064,0.23875335490715122,0.28039482019740186,0.21825155213123676,0.21719857621340194,0.27110756138549996,1.035172147765572,0.31032941651729223,0.39629623505287237,0.382,4.8502029759781005,0.314,0.16706666666666667,0.20883333333333332,0.020051002502441406
Iterative Proportional Fitting,1,0.2420657111103657,0.3014599752454494,0.2616680039873191,0.2263783156548296,0.2668515882431303,0.4102598083875609,0.3067359886691521,0.4006308652367315,0.8840611222688758,0.215366756003893,0.2394724562079691,0.538,2.2076327107034275,0.632,0.10892000000000003,0.13615,0.0008800029754638672
MCMC Optimization,1,0.28553667040537517,0.2757640798360591,0.23671331880322335,0.22384145605763087,0.24217672471075843,0.18565669630369788,0.18347386726073722,0.22505275224691523,1.3110519608093765,0.3377361008631809,0.6808897302141791,0.376,5.312881751296731,0.432,0.22290666666666667,0.27863333333333334,3.5296080112457275
Copula Optimization,1,0.10663329965126477,0.14396815905877994,0.14365879578909307,0.11360159296186835,0.14373620053850608,0.22454126707317956,0.22771804719992933,0.2858904458910121,0.7882384782691101,0.14778425149649646,0.14333297665164216,0.582,1.8139391137770786,0.714,0.010053333333333329,0.012566666666666662,11.997286796569824
Baseline MLE,2,0.00016495355310992558,0.006935810851327312,0.005773469222826645,0.005831832304288601,0.005947398339248937,0.00017068663120466685,0.00600697057174801,0.0059810292417611655,0.5912109988890624,0.00554414416352167,0.0001953419994836446,0.758,0.0,1.0,0.003253333333333358,0.004066666666666698,0.0057752132415771484
Random Guess,2,0.23401488908156667,0.25399905437048037,0.22874987539636824,0.21100710424497585,0.23184390376544828,0.4205063768159064,0.301025418109588,0.3907196917254871,0.8594671744874537,0.22430353498158065,0.25449848530943053,0.478,3.485870426761585,0.486,0.08039999999999999,0.10049999999999999,0.0003478527069091797
Synthetic EM,2,0.12846805788860596,0.13486449471383619,0.13361068699970488,0.11172212810920762,0.13377397495326318,0.16182047816870138,0.17543841234135488,0.20806050009281665,0.8234282750555268,0.18252343617733952,0.19590215266202513,0.574,1.8303262845513337,0.53,0.04395999999999997,0.05494999999999998,0.28513598442077637
Constraint Optimization,2,0.3450426829030744,0.3547011017605213,0.314909130502391,0.26919317846305263,0.32009271475820217,0.40883366284012235,0.2861921720077643,0.3658201586494428,1.0447741025075532,0.31675065248653844,0.4133170021336034,0.352,5.0887128617159,0.288,0.15613333333333335,0.1951666666666667,0.02942514419555664
Iterative Proportional Fitting,2,0.24158622226058257,0.3012044196898938,0.26141244843176353,0.22619530679794572,0.2665960326875747,0.40607040647865356,0.30467863890322816,0.3979962974918829,0.8161941929177959,0.20890186446697045,0.219339611422765,0.584,2.0032930530989415,0.644,0.10455999999999999,0.1307,0.0008790493011474609
MCMC Optimization,2,0.43064953245792886,0.3944777380757458,0.3344980733324194,0.30200703572851534,0.3527999576238914,0.4314151302513201,0.3142778898202032,0.41141855259516696,1.0693982458552171,0.3052841303191975,0.42557239392211854,0.238,6.760786384676847,0.15,0.2086666666666667,0.2608333333333333,3.6542301177978516
Copula Optimization,2,0.11801981875297403,0.15541254976471294,0.15227417819985875,0.12619660270962532,0.1535803719638917,0.20413436692800585,0.2161813048309456,0.267223883106692,0.7892147109960522,0.17450860517632186,0.19071427792182288,0.684,0.9019150372780773,0.78,0.016280000000000003,0.020349999999999997,12.039706945419312
Baseline MLE,3,0.00020266338396747604,0.005799688129716921,0.004781790945660695,0.005831830795789884,0.005223726512461555,0.000206876490172544,0.005395641430406485,0.005359536038727479,0.6325636737072973,0.005733371177189827,0.00033085052537614205,0.718,0.0,1.0,0.004246666666666673,0.005308333333333341,0.0057027339935302734
Random Guess,3,0.4331851816949143,0.3383180732159276,0.277567895142902,0.2677441403829183,0.288964101083153,0.31333167174585363,0.2322401249388368,0.290515499154224,0.9240300804648307,0.22606977342262732,0.2753524404750872,0.506,3.1857011781824704,0.428,0.1882066666666667,0.23525833333333335,0.00036406517028808594
Synthetic EM,3,0.006890425686579534,0.03640292427196345,0.03432010826266479,0.03001451808252746,0.034574216105856787,0.00536695380943955,0.021968028160069434,0.027224715189005877,0.8054865566976812,0.17246656659260937,0.18108479723335336,0.59,2.2244467317539742,0.512,0.048139999999999995,0.06017500000000001,1.1105971336364746
Constraint Optimization,3,0.20634333644000835,0.2758367898094935,0.23604481855136325,0.20847575403174745,0.24122840280717442,0.2441705168849967,0.2376889924341088,0.3016435035210512,0.9145311295870031,0.2610141905437066,0.2698222152075525,0.384,3.0982052042694814,0.484,0.16627333333333338,0.20784166666666667,0.0029931068420410156
Iterative Proportional Fitting,3,0.24428150742243884,0.3024933085787827,0.26270133732065243,0.22711195503943626,0.26788492157646365,0.4158641019754913,0.3082690749748602,0.40288852629411465,0.878550598826783,0.21946028932114284,0.25391049096835433,0.59,2.1953817348639717,0.618,0.10351333333333335,0.12939166666666665,0.0008678436279296875
