Strategy,Seed,Avg_KL_Divergence,Avg_TVD,Avg_MAE,Avg_Hellinger,Avg_RMSE,Avg_Weighted_KL,Avg_Weighted_Hellinger,Avg_Weighted_TVD,Inf_LogLoss,Inf_Hellinger,Inf_KL,Inf_Accuracy,Dec_Regret,Dec_Acc,JSON_AvgAbsDiff,JSON_AvgTVD,Avg_Time_Sec
Baseline MLE,3,0.00020266338396747604,0.005799688129716921,0.004781790945660695,0.005831830795789884,0.005223726512461555,0.000206876490172544,0.005395641430406485,0.005359536038727479,0.6415597486514614,0.0060610692228715585,0.0003584552155562887,0.724,0.0,1.0,0.004246666666666673,0.005308333333333341,0.005989789962768555
Random Guess,3,0.4331851816949143,0.3383180732159276,0.277567895142902,0.2677441403829183,0.288964101083153,0.31333167174585363,0.2322401249388368,0.290515499154224,0.9072032199878813,0.2220425047278166,0.2659074184415083,0.53,2.9499936759678795,0.474,0.1882066666666667,0.23525833333333335,0.00038814544677734375
Synthetic EM,3,0.007661366430966175,0.037704860422403265,0.03573315552421572,0.03230011551765028,0.03608487268936922,0.009862741332695161,0.04023437105050802,0.04460811024556577,0.7755860268509495,0.15112055383328277,0.15373846729923346,0.582,2.1065178629664647,0.548,0.048580000000000005,0.06072500000000001,1.89034104347229
Constraint Optimization,3,0.20634333644000835,0.2758367898094935,0.23604481855136325,0.20847575403174745,0.24122840280717442,0.2441705168849967,0.2376889924341088,0.3016435035210512,0.8861485720194316,0.2525440052407611,0.2538697525186923,0.312,2.874381795294889,0.534,0.16627333333333338,0.20784166666666667,0.0030791759490966797
Iterative Proportional Fitting,3,0.24428150742243884,0.3024933085787827,0.26270133732065243,0.22711195503943626,0.26788492157646365,0.4158641019754913,0.3082690749748602,0.40288852629411465,0.865587800159608,0.20946639750399626,0.23601289865231867,0.608,1.9041200184749603,0.676,0.10351333333333335,0.12939166666666665,0.0008990764617919922
MCMC Optimization,3,0.34680241690624486,0.3534787277251729,0.29997022613482566,0.2719721516049127,0.31129006550434135,0.4041563907764605,0.284856517303082,0.36671487558224086,1.0571262238276051,0.29831155837993867,0.40197575232524313,0.26,6.75123541283381,0.084,0.25283333333333335,0.3160416666666667,7.281981945037842
Copula Optimization,3,0.014659437558645653,0.043390142912148384,0.04178335683920328,0.03801638877744823,0.04223841206657001,0.04329720212741062,0.09137036529564413,0.10201212803985255,0.8902197611000925,0.15612044997000443,0.25722313457681817,0.584,1.9942276517086357,0.712,0.01091333333333335,0.013641666666666686,24.289333820343018
Baseline MLE,4,0.00011650882301695633,0.00593321902171358,0.005275915624733778,0.004936231702861997,0.005430695785734897,7.223679946696727e-05,0.0034619579197516506,0.004049610422080018,0.6220518173012789,0.0055784004569294394,0.0002308432486686289,0.73,0.011605735420702007,0.934,0.0051533333333333466,0.006441666666666683,0.005847930908203125
Random Guess,4,0.4869078758090481,0.31334591336925766,0.2850791614250585,0.2549872351406263,0.2947342497935867,0.39590583715277416,0.25605188990543337,0.3121407886703036,0.8690422102904211,0.19862677773605178,0.26055221234380405,0.624,1.7481771786452824,0.828,0.22204666666666661,0.2775583333333333,0.000370025634765625
Synthetic EM,4,0.008132811285512034,0.036112673828878276,0.034752080041801844,0.0294097854343482,0.03496019605028161,0.006358998971757761,0.022281100532278615,0.0278335910426924,0.8030546147130033,0.1622504636937974,0.1776616709437847,0.572,2.114783823500528,0.532,0.049819999999999996,0.06227500000000002,0.1825108528137207
Constraint Optimization,4,0.3423552541905773,0.3542454563358394,0.31445348507770915,0.26876534536286806,0.3196370693335204,0.40637743423978795,0.2864005593246188,0.36605552241431394,1.0412024379521518,0.31712505831852633,0.4114190777035463,0.368,5.280626309152373,0.272,0.16324666666666668,0.2040583333333333,0.04158520698547363
Iterative Proportional Fitting,4,0.23968501820803048,0.300315530801005,0.26052355954287465,0.22556839428446843,0.2657071437986858,0.40281408115409334,0.3041019234718064,0.3970323700350731,0.873862226000509,0.22382264534303062,0.26954039755986964,0.592,2.2979748039746872,0.618,0.10496666666666667,0.13120833333333334,0.0008769035339355469
MCMC Optimization,4,0.3253496839860286,0.26807572021775977,0.2527676491387368,0.2322002032801125,0.25925603062484015,0.23608314985666937,0.1791663762962394,0.21564371741220723,1.0950392333268406,0.28738952009692287,0.4479984877662116,0.4,4.93723113513853,0.436,0.25804666666666665,0.3225583333333333,7.447386980056763
Copula Optimization,4,0.01855845838700793,0.05441672494689553,0.05294831043880461,0.044691663037986225,0.05312671518020371,0.0467896447040115,0.08150226233862616,0.09672072434738815,0.8234185641185925,0.17828397729239456,0.19135688484027916,0.648,0.9813106285753921,0.802,0.009166666666666663,0.011458333333333327,24.297424793243408
